Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2010-01-04,6.447412014007568,6.4621740257756315,6.398305598620858,6.429938538443087,493729600
2010-01-05,6.458558559417725,6.495011876028917,6.424515030395415,6.465186581432348,601904800
2010-01-06,6.355826377868652,6.4841661652042335,6.349198356118626,6.458558301586459,552160000
2010-01-07,6.344076633453369,6.3868571011218185,6.297982959205333,6.3793252578290245,477131200
2010-01-08,6.3862528800964355,6.38685582967445,6.298283783591179,6.335640109948334,447610800
2010-01-11,6.329918384552002,6.416984085245418,6.279907746319512,6.4109586102211065,462229600
2010-01-12,6.2579145431518555,6.319674855517163,6.218750163570416,6.302200576324454,594459600
2010-01-13,6.346184730529785,6.3546203939289985,6.148855690776161,6.262433459565297,605892000
2010-01-14,6.3094305992126465,6.340461387597695,6.297078779938439,6.329917210495504,432894000
2010-01-15,6.2039875984191895,6.374806174003466,6.202179956136696,6.354620835182287,594067600
2010-01-19,6.4784417152404785,6.482960821085771,6.2434542448044095,6.276291873909706,730007600
2010-01-20,6.378721237182617,6.493804550983718,6.31153842146728,6.474523440057656,612152800
2010-01-21,6.268459796905518,6.42632404620677,6.242551055234879,6.389268576454769,608154400
2010-01-22,5.957551956176758,6.251287019875702,5.939777609672108,6.229596114681881,881767600
2010-01-25,6.117825984954834,6.166931996635043,6.031061157243337,6.100955057406338,1065699600
2010-01-26,6.20428991317749,6.438374398988701,6.103064341780354,6.204591186941792,1867110000
2010-01-27,6.26273775100708,6.344079279082848,6.01117930917208,6.231706945934818,1722568400
2010-01-28,6.003945827484131,6.191032767366845,5.986171484173113,6.173860971438205,1173502400
2010-01-29,5.786131858825684,6.09161663245499,5.731602511581977,6.057874773708065,1245952400
2010-02-01,5.866568088531494,5.904829041841301,5.763233628567418,5.795469108211254,749876400
2010-02-02,5.900614261627197,5.914472858225552,5.8259003607055435,5.902121033057435,698342400
2010-02-03,6.002139568328857,6.031362720873122,5.857230107353946,5.879825237164845,615328000
2010-02-04,5.785830974578857,5.976231175493704,5.771369833232195,5.926823080361976,757652000
2010-02-05,5.888558864593506,5.904827639628302,5.749674947449923,5.803300845873475,850306800
2010-02-08,5.848191261291504,5.961467761815252,5.844575976804336,5.895490428862781,478270800
2010-02-09,5.910555839538574,5.950021502692347,5.867173214545841,5.917484735065164,632886800
2010-02-10,5.8783183097839355,5.922906419882267,5.852409573302951,5.901515582677106,370361600
2010-02-11,5.985267162322998,6.017804318201152,5.846383210847992,5.871087250884195,550345600
2010-02-12,6.0367841720581055,6.074743852140964,5.8897658307174,5.968396251830839,655468800
2010-02-16,6.127768039703369,6.136504576136544,6.071129781940066,6.0837828770864,543737600
2010-02-17,6.102160930633545,6.1551835042806,6.051246066635334,6.1515682191043,436396800
2010-02-18,6.113607406616211,6.142529280481181,6.05305259773653,6.074442226632647,422825200
2010-02-19,6.075648784637451,6.121742865750914,6.058777856201289,6.081373388349714,415469600
2010-02-22,6.037989139556885,6.1006528625865295,6.000933681081748,6.095832885610849,390563600
2010-02-23,5.936765193939209,6.065406283235784,5.896094440065246,6.025337674691251,575094800
2010-02-24,6.04522180557251,6.068720356341917,5.9602638048747965,5.9720134824941935,460566400
2010-02-25,6.08558988571167,6.111498620800091,5.931642637056271,5.9464046468952,665126000
2010-02-26,6.164522647857666,6.181092302839909,6.085590931924994,6.097038932858372,507460800
2010-03-01,6.296176433563232,6.3115405901733235,6.1895275384207835,6.198565348585774,550093600
2010-03-02,6.291959762573242,6.351610366483439,6.2585187727562115,6.3244961265140365,566546400
2010-03-03,6.306417942047119,6.3226867228387515,6.264542504132999,6.294669071500148,372052800
2010-03-04,6.347994804382324,6.354321554355292,6.285331058973293,6.304914258743393,366041200
2010-03-05,6.596238136291504,6.6188332660537235,6.466090687632098,6.475430174190809,899620400
2010-03-08,6.600154399871826,6.630581841562283,6.57514908114871,6.628172053825092,429889600
2010-03-09,6.71885347366333,6.778504066823439,6.564303661064897,6.576956756245125,920259200
2010-03-10,6.773684024810791,6.792965545643073,6.724276736616724,6.743256581451337,596218000
2010-03-11,6.793565273284912,6.793565273284912,6.727889623606955,6.745664770350945,405700400
2010-03-12,6.8267059326171875,6.860748653802182,6.801098070510687,6.849902800669491,416323600
2010-03-15,6.743557453155518,6.793566883659309,6.6354021898586,6.7899524031880825,493502800
2010-03-16,6.76193380355835,6.777900908527385,6.703488310657031,6.753799815330724,446908000
2010-03-17,6.751993179321289,6.822187955561928,6.72638571370398,6.775491728578521,450956800
2010-03-18,6.767960071563721,6.77850425079431,6.706501432013121,6.751389612740826,342109600
2010-03-19,6.695655345916748,6.785734179314842,6.66492582792976,6.7721772638046325,559445600
2010-03-22,6.7709736824035645,6.80863250454464,6.63239095457834,6.64203171601854,456419600
2010-03-23,6.879730701446533,6.892384200827027,6.75139047828119,6.797785838206922,602431200
2010-03-24,6.910158634185791,6.9351639557654945,6.8541225154084575,6.858039476794797,597780400
2010-03-25,6.828211307525635,6.958359120439203,6.816160360644077,6.956852349844466,542284400
2010-03-26,6.956251621246338,6.987884154719076,6.885453504697885,6.897504453336567,640875200
2010-03-29,7.001139163970947,7.045726868001474,6.977942295306622,7.019517262276358,540744400
2010-03-30,7.105379104614258,7.154486327886238,7.057176104905302,7.127974235588162,527310000
2010-03-31,7.079770088195801,7.128274756052583,7.063502111392141,7.094532903066929,430659600
2010-04-01,7.108996391296387,7.192145563504568,7.01198862148538,7.152379022800858,603145200
2010-04-05,7.18491268157959,7.185515229040325,7.072841267290527,7.079168417862868,684507600
2010-04-06,7.216546058654785,7.237634415421222,7.140024139680947,7.176176183044298,447017200
2010-04-07,7.248484134674072,7.288251484024696,7.190037803983613,7.216850778188219,628502000
2010-04-08,7.22890043258667,7.276801766179143,7.1713583361671756,7.243662448430784,572989200
2010-04-09,7.284329414367676,7.287342955650429,7.244261221449886,7.27348436630767,334182800
2010-04-12,7.299393177032471,7.3228917199628,7.284932040171272,7.296681311636437,333026400
2010-04-13,7.303609848022461,7.314757376043971,7.263842528062346,7.286438455540745,306210800
2010-04-14,7.401825904846191,7.405441190081557,7.353021163107433,7.389474082526695,404076400
2010-04-15,7.499135971069336,7.5024495805875455,7.396403617902457,7.404537608152181,376784800
2010-04-16,7.453341007232666,7.56601496090101,7.367480011409288,7.4885888244537036,750545600
2010-04-19,7.443401336669922,7.468104982822603,7.283729446868225,7.442196241517625,566924400
2010-04-20,7.368688106536865,7.5090784941043065,7.319581678718355,7.487688454307668,738326400
2010-04-21,7.809441566467285,7.840472368473941,7.70429901181336,7.796788065708654,982391200
2010-04-22,8.027857780456543,8.036293445441242,7.71845647775669,7.779915518175929,793424800
2010-04-23,8.159208297729492,8.199879039128604,8.043823290235338,8.073648178807034,796955600
2010-04-26,8.119142532348633,8.208317157752129,8.079676069433583,8.190844082994902,479068800
2010-04-27,7.894392967224121,8.069127645237636,7.848600985723303,8.051955451057593,709343600
2010-04-28,7.881140232086182,7.9534435107261645,7.724782793144675,7.930849188665097,758402400
2010-04-29,8.093231201171875,8.134202813166988,7.893491173701967,7.923918609014968,558840800
2010-04-30,7.865774154663086,8.151374342834682,7.863063093969829,8.113414666314783,542463600
2010-05-03,8.024242401123047,8.070336882012873,7.919702422464947,7.948624702072454,454342000
2010-05-04,7.7931694984436035,7.932053858840096,7.735025685374767,7.920003715279881,723819600
2010-05-05,7.712131500244141,7.77690416117061,7.4934115461313,7.622956867984239,883103200
2010-05-06,7.418696880340576,7.780216537385535,6.002742007566139,7.647056755476395,1285860800
2010-05-07,7.1056809425354,7.428338362646166,6.784831969796635,7.342176464367405,1676018400
2010-05-10,7.65187406539917,7.671758127352978,7.487382666126642,7.539200932203862,984306400
2010-05-11,7.728097438812256,7.829623868808589,7.546734678148141,7.587103748484393,848906800
2010-05-12,7.8959059715271,7.927237648411046,7.793776948912503,7.810044128368437,654379600
2010-05-13,7.783533096313477,7.9835740980699486,7.724484228493195,7.929948159337507,599712400
2010-05-14,7.646758079528809,7.726895320906289,7.516610984110962,7.68712797409092,759362800
2010-05-17,7.658804893493652,7.717853736278189,7.462680132552882,7.673266031596604,762834800
2010-05-18,7.602772235870361,7.789256302918875,7.539505539140439,7.741957520631151,782678400
2010-05-19,7.481660842895508,7.619641000440884,7.3765191213710635,7.516607792900048,1025726800
2010-05-20,7.1629204750061035,7.346391741180574,7.116223451843279,7.2870412221036105,1282915200
2010-05-21,7.300299167633057,7.365975237838795,6.969808693597598,7.0140947292524425,1223891200
2010-05-24,7.4340620040893555,7.558786948290332,7.4189991180262815,7.449728242243186,754238800
2010-05-25,7.387668132781982,7.434062694995073,7.14484705011653,7.210824009607127,1048006400
2010-05-26,7.35422420501709,7.5958409004064045,7.343378351152546,7.534080994826008,850654000
2010-05-27,7.632594585418701,7.648863366003005,7.504857748337255,7.549746325097556,666282400
2010-05-28,7.738942623138428,7.814861994455536,7.632595007207469,7.814561122958985,815614800
2010-06-01,7.857941150665283,8.011888372297971,7.801604182406003,7.823596757563396,876472800
2010-06-02,7.951937198638916,7.977544254164704,7.84287773784709,7.9697111386592345,688548000
2010-06-03,7.926931381225586,8.000138868000029,7.845287427667221,7.988991340563699,650106800
2010-06-04,7.711226940155029,7.890178725803876,7.671158736997369,7.779011524612324,758304400
2010-06-07,7.559990406036377,7.807330117485726,7.548240327731349,7.781421379851073,886942000
2010-06-08,7.511484622955322,7.646151137140094,7.400618326348757,7.629279811703213,1000770400
2010-06-09,7.326809406280518,7.588912739831344,7.305420176908556,7.575957566452148,854630000
